name,owner,language,stargazers_count,forks_count,html_url,open_issues_count,watchers_count,created_at,updated_at,license,homepage
data-science-ipython-notebooks,donnemartin,Python,28314,7993,https://github.com/donnemartin/data-science-ipython-notebooks,40,28314,2015-01-23T19:38:29Z,2025-07-01T08:05:32Z,Other,
the-super-tiny-compiler,jamiebuilds,JavaScript,28274,2880,https://github.com/jamiebuilds/the-super-tiny-compiler,17,28274,2016-03-11T04:19:18Z,2025-06-30T18:35:35Z,Creative Commons Attribution 4.0 International,
async,caolan,JavaScript,28236,2399,https://github.com/caolan/async,14,28236,2010-06-01T21:01:30Z,2025-06-30T10:59:24Z,MIT License,http://caolan.github.io/async/
reverse-interview,viraptor,,28188,2124,https://github.com/viraptor/reverse-interview,24,28188,2019-09-08T13:38:40Z,2025-07-01T06:01:30Z,Other,
druid,alibaba,Java,28158,8598,https://github.com/alibaba/druid,2267,28158,2011-11-03T05:12:51Z,2025-07-01T07:35:26Z,Apache License 2.0,https://github.com/alibaba/druid/wiki
k6,grafana,Go,28155,1375,https://github.com/grafana/k6,792,28155,2016-03-21T15:30:24Z,2025-07-01T08:10:03Z,GNU Affero General Public License v3.0,https://grafana.com/oss/k6/
nginxconfig.io,digitalocean,JavaScript,28130,2069,https://github.com/digitalocean/nginxconfig.io,60,28130,2018-01-05T14:21:14Z,2025-07-01T08:11:14Z,MIT License,https://do.co/nginxconfig
90DaysOfDevOps,MichaelCade,Shell,28119,6469,https://github.com/MichaelCade/90DaysOfDevOps,10,28119,2021-12-26T13:55:18Z,2025-07-01T01:58:34Z,Other,https://www.90daysofdevops.com/
backbone,jashkenas,JavaScript,28111,5368,https://github.com/jashkenas/backbone,62,28111,2010-09-30T19:41:28Z,2025-06-30T18:45:28Z,MIT License,http://backbonejs.org
helm,helm,Go,28080,7267,https://github.com/helm/helm,832,28080,2015-10-06T01:07:32Z,2025-07-01T07:49:35Z,Apache License 2.0,https://helm.sh
gitbook,GitbookIO,TypeScript,28079,3985,https://github.com/GitbookIO/gitbook,85,28079,2014-03-31T03:01:56Z,2025-07-01T07:59:04Z,GNU General Public License v3.0,https://www.gitbook.com
applied-ml,eugeneyan,,28071,3773,https://github.com/eugeneyan/applied-ml,2,28071,2020-07-04T18:57:47Z,2025-06-30T22:40:27Z,MIT License,
ChatGPT,acheong08,Python,28036,4484,https://github.com/acheong08/ChatGPT,11,28036,2022-12-03T14:35:24Z,2025-06-30T21:59:13Z,GNU General Public License v2.0,
turborepo,vercel,Rust,28034,2015,https://github.com/vercel/turborepo,142,28034,2021-10-05T17:37:11Z,2025-07-01T06:41:53Z,MIT License,https://turborepo.com
Avalonia,AvaloniaUI,C#,28023,2419,https://github.com/AvaloniaUI/Avalonia,1724,28023,2013-12-05T20:13:21Z,2025-07-01T07:34:18Z,MIT License,https://avaloniaui.net
keycloak,keycloak,Java,27987,7417,https://github.com/keycloak/keycloak,2192,27987,2013-07-02T13:38:51Z,2025-07-01T08:10:40Z,Apache License 2.0,https://www.keycloak.org
jumpserver,jumpserver,Python,27986,5497,https://github.com/jumpserver/jumpserver,56,27986,2014-07-04T03:54:59Z,2025-07-01T07:59:48Z,GNU General Public License v3.0,https://jumpserver.com
react-select,JedWatson,TypeScript,27966,4142,https://github.com/JedWatson/react-select,463,27966,2014-08-26T04:27:45Z,2025-07-01T07:22:07Z,MIT License,https://react-select.com/
mobx,mobxjs,TypeScript,27956,1793,https://github.com/mobxjs/mobx,69,27956,2015-03-14T14:31:38Z,2025-07-01T08:09:03Z,MIT License,http://mobx.js.org
rust-course,sunface,Rust,27936,2419,https://github.com/sunface/rust-course,66,27936,2018-08-07T05:01:21Z,2025-07-01T05:19:18Z,,https://course.rs
tdesktop,telegramdesktop,C++,27933,5632,https://github.com/telegramdesktop/tdesktop,902,27933,2014-05-02T12:36:31Z,2025-07-01T07:31:05Z,Other,https://desktop.telegram.org/
kitty,kovidgoyal,Python,27913,1093,https://github.com/kovidgoyal/kitty,18,27913,2016-10-16T14:48:28Z,2025-07-01T07:57:53Z,GNU General Public License v3.0,https://sw.kovidgoyal.net/kitty/
waifu2x,nagadomi,Lua,27907,2711,https://github.com/nagadomi/waifu2x,155,27907,2015-05-17T07:29:15Z,2025-07-01T00:52:47Z,MIT License,http://waifu2x.udp.jp/ 
Charts,ChartsOrg,Swift,27893,6043,https://github.com/ChartsOrg/Charts,989,27893,2015-03-20T10:49:12Z,2025-07-01T07:10:40Z,Apache License 2.0,
vhr,lenve,Java,27858,10303,https://github.com/lenve/vhr,213,27858,2018-01-04T08:57:51Z,2025-07-01T07:02:58Z,,http://vhr.javaboy.org
ExplorerPatcher,valinet,C,27858,1152,https://github.com/valinet/ExplorerPatcher,253,27858,2021-08-09T14:17:24Z,2025-07-01T06:52:58Z,GNU General Public License v2.0,
dnSpy,dnSpy,C#,27837,5314,https://github.com/dnSpy/dnSpy,185,27837,2015-07-01T16:05:10Z,2025-07-01T08:11:55Z,,
Python-programming-exercises,zhiwehu,,27827,6901,https://github.com/zhiwehu/Python-programming-exercises,159,27827,2012-06-14T07:56:46Z,2025-07-01T07:51:59Z,,
vscodium,VSCodium,Shell,27794,1322,https://github.com/VSCodium/vscodium,134,27794,2018-08-13T14:26:58Z,2025-07-01T07:08:16Z,MIT License,https://vscodium.com
python-telegram-bot,python-telegram-bot,Python,27757,5727,https://github.com/python-telegram-bot/python-telegram-bot,17,27757,2015-07-07T15:30:39Z,2025-07-01T05:07:43Z,GNU General Public License v3.0,https://python-telegram-bot.org
python-fire,google,Python,27729,1455,https://github.com/google/python-fire,163,27729,2017-02-21T21:35:07Z,2025-06-30T21:31:30Z,Other,
ResumeSample,geekcompany,,27725,8976,https://github.com/geekcompany/ResumeSample,12,27725,2014-09-08T08:08:13Z,2025-07-01T06:23:12Z,,http://cv.ftqq.com/?fr=github
openssl,openssl,C,27697,10635,https://github.com/openssl/openssl,2011,27697,2013-01-15T22:34:48Z,2025-07-01T08:16:35Z,Apache License 2.0,https://www.openssl.org
aos,michalsnik,JavaScript,27667,2645,https://github.com/michalsnik/aos,374,27667,2015-07-09T17:49:00Z,2025-06-30T23:05:23Z,MIT License,
linera-protocol,linera-io,Rust,27617,1798,https://github.com/linera-io/linera-protocol,521,27617,2021-12-19T04:09:21Z,2025-07-01T07:52:19Z,Apache License 2.0,
Web,qianguyihao,,27609,6245,https://github.com/qianguyihao/Web,82,27609,2017-01-03T11:44:33Z,2025-07-01T06:36:27Z,Other,https://web.qianguyihao.com
yapi,YMFE,JavaScript,27593,4824,https://github.com/YMFE/yapi,1611,27593,2016-05-30T09:09:09Z,2025-07-01T06:28:59Z,Apache License 2.0,http://yapi.smart-xwork.cn/
headlessui,tailwindlabs,TypeScript,27555,1147,https://github.com/tailwindlabs/headlessui,124,27555,2020-09-16T09:53:09Z,2025-07-01T06:43:37Z,MIT License,https://headlessui.com
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,CamDavidsonPilon,Jupyter Notebook,27550,7927,https://github.com/CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,205,27550,2013-01-14T15:46:28Z,2025-07-01T02:01:04Z,MIT License,http://camdavidsonpilon.github.io/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers/
swagger-ui,swagger-api,JavaScript,27543,9116,https://github.com/swagger-api/swagger-ui,1293,27543,2011-07-15T22:56:39Z,2025-07-01T06:27:53Z,Apache License 2.0,https://swagger.io
posthog,PostHog,Python,27513,1764,https://github.com/PostHog/posthog,2113,27513,2020-01-23T22:46:58Z,2025-07-01T08:01:58Z,Other,https://posthog.com
zoxide,ajeetdsouza,Rust,27508,637,https://github.com/ajeetdsouza/zoxide,121,27508,2020-03-05T13:11:40Z,2025-07-01T08:07:23Z,MIT License,https://crates.io/crates/zoxide
Daily-Interview-Question,Advanced-Frontend,JavaScript,27503,3284,https://github.com/Advanced-Frontend/Daily-Interview-Question,264,27503,2019-01-19T10:49:00Z,2025-07-01T06:57:56Z,,https://muyiy.cn/question/
redash,getredash,Python,27486,4490,https://github.com/getredash/redash,724,27486,2013-10-28T13:19:39Z,2025-07-01T00:56:53Z,"BSD 2-Clause ""Simplified"" License",http://redash.io/
create-t3-app,t3-oss,TypeScript,27474,1343,https://github.com/t3-oss/create-t3-app,85,27474,2022-05-24T13:31:01Z,2025-07-01T08:06:37Z,MIT License,https://create.t3.gg
commander.js,tj,JavaScript,27439,1720,https://github.com/tj/commander.js,16,27439,2011-08-14T21:33:58Z,2025-07-01T00:20:22Z,MIT License,
podman,containers,Go,27420,2688,https://github.com/containers/podman,873,27420,2017-11-01T15:01:27Z,2025-07-01T08:13:34Z,Apache License 2.0,https://podman.io
Tvlist-awesome-m3u-m3u8,imDazui,,27403,3242,https://github.com/imDazui/Tvlist-awesome-m3u-m3u8,25,27403,2017-02-18T03:59:25Z,2025-07-01T08:13:47Z,,
underscore,jashkenas,JavaScript,27391,5499,https://github.com/jashkenas/underscore,52,27391,2009-10-25T18:31:06Z,2025-07-01T06:42:15Z,MIT License,https://underscorejs.org
continue,continuedev,TypeScript,27376,3060,https://github.com/continuedev/continue,966,27376,2023-05-24T03:39:39Z,2025-07-01T07:46:54Z,Apache License 2.0,https://docs.continue.dev/
so-vits-svc,svc-develop-team,Python,27318,5011,https://github.com/svc-develop-team/so-vits-svc,28,27318,2023-03-10T09:31:09Z,2025-06-30T19:02:05Z,GNU Affero General Public License v3.0,
weui,Tencent,HTML,27312,6379,https://github.com/Tencent/weui,61,27312,2014-12-18T04:09:54Z,2025-07-01T06:49:55Z,Other,https://weui.io
trivy,aquasecurity,Go,27307,2608,https://github.com/aquasecurity/trivy,195,27307,2019-04-11T01:01:07Z,2025-07-01T08:11:19Z,Apache License 2.0,https://trivy.dev
nginx,nginx,C,27297,7369,https://github.com/nginx/nginx,232,27297,2015-06-23T10:26:27Z,2025-07-01T01:35:45Z,"BSD 2-Clause ""Simplified"" License",https://nginx.org/
LibreChat,danny-avila,TypeScript,27288,4852,https://github.com/danny-avila/LibreChat,226,27288,2023-02-12T01:06:52Z,2025-07-01T08:10:51Z,MIT License,https://librechat.ai/
mongo,mongodb,C++,27277,5654,https://github.com/mongodb/mongo,82,27277,2009-01-15T16:15:18Z,2025-07-01T06:18:46Z,Other,https://www.mongodb.com/
mongoose,Automattic,JavaScript,27272,3860,https://github.com/Automattic/mongoose,209,27272,2010-04-06T21:39:05Z,2025-06-30T20:30:09Z,MIT License,https://mongoosejs.com
taichi,taichi-dev,C++,27231,2349,https://github.com/taichi-dev/taichi,894,27231,2016-11-24T10:00:05Z,2025-06-30T12:23:50Z,Apache License 2.0,https://taichi-lang.org
Signal-Android,signalapp,Kotlin,27229,6443,https://github.com/signalapp/Signal-Android,368,27229,2011-12-15T20:01:12Z,2025-07-01T08:07:48Z,GNU Affero General Public License v3.0,https://signal.org
openai-python,openai,Python,27217,4025,https://github.com/openai/openai-python,121,27217,2020-10-25T23:23:54Z,2025-07-01T06:07:02Z,Apache License 2.0,https://pypi.org/project/openai/
srs,ossrs,C++,27217,5521,https://github.com/ossrs/srs,267,27217,2015-04-29T06:59:32Z,2025-07-01T08:07:22Z,MIT License,https://ossrs.io
coder2gwy,coder2gwy,,27203,3721,https://github.com/coder2gwy/coder2gwy,128,27203,2020-12-30T14:40:50Z,2025-07-01T02:57:43Z,,
llm-app,pathwaycom,Jupyter Notebook,27180,644,https://github.com/pathwaycom/llm-app,6,27180,2023-07-19T08:43:37Z,2025-07-01T07:58:08Z,MIT License,https://pathway.com/developers/templates/
Rectangle,rxhanson,Swift,27178,831,https://github.com/rxhanson/Rectangle,84,27178,2019-06-21T21:34:53Z,2025-07-01T07:20:12Z,Other,https://rectangleapp.com
kit,go-kit,Go,27128,2456,https://github.com/go-kit/kit,57,27128,2015-02-03T00:01:19Z,2025-06-30T20:34:24Z,MIT License,https://gokit.io
EasyOCR,JaidedAI,Python,27122,3382,https://github.com/JaidedAI/EasyOCR,505,27122,2020-03-14T11:46:39Z,2025-07-01T07:23:48Z,Apache License 2.0,https://www.jaided.ai
fastai,fastai,Jupyter Notebook,27108,7612,https://github.com/fastai/fastai,251,27108,2017-09-09T17:43:36Z,2025-07-01T08:12:06Z,Apache License 2.0,http://docs.fast.ai
ChatDev,OpenBMB,Python,27096,3412,https://github.com/OpenBMB/ChatDev,46,27096,2023-08-28T02:18:13Z,2025-07-01T03:05:45Z,Apache License 2.0,https://arxiv.org/abs/2307.07924
JCSprout,crossoverJie,Java,27081,7058,https://github.com/crossoverJie/JCSprout,45,27081,2017-12-17T09:06:50Z,2025-07-01T03:25:03Z,MIT License,https://crossoverjie.top/JCSprout
codemirror5,codemirror,JavaScript,27074,4966,https://github.com/codemirror/codemirror5,436,27074,2011-01-14T13:44:03Z,2025-07-01T03:37:03Z,MIT License,http://codemirror.net/5/
flameshot,flameshot-org,C++,27074,1721,https://github.com/flameshot-org/flameshot,701,27074,2017-05-10T19:44:51Z,2025-07-01T07:23:58Z,GNU General Public License v3.0,https://flameshot.org
Folo,RSSNext,TypeScript,27068,1180,https://github.com/RSSNext/Folo,191,27068,2024-04-08T03:23:35Z,2025-07-01T08:13:28Z,GNU General Public License v3.0,https://follow.is
xgboost,dmlc,C++,27056,8784,https://github.com/dmlc/xgboost,475,27056,2014-02-06T17:28:03Z,2025-07-01T07:19:30Z,Apache License 2.0,https://xgboost.readthedocs.io/
